City;State;Median Age;Male Population;Female Population;Total Population;Number of Veterans;Foreign-born;Average Household Size;State Code;Race;Count
Sterling Heights;Michigan;39.6;64985;67077;132062;6970;34313;2.66;MI;Asian;12264
New Haven;Connecticut;29.9;63765;66545;130310;2567;25871;2.48;CT;Hispanic or Latino;43563
East Los Angeles;California;32.6;60460;59206;119666;1101;49575;3.75;CA;Hispanic or Latino;116211
Thornton;Colorado;33.1;65482;67977;133459;7261;17949;2.97;CO;Asian;7034
Macon;Georgia;36.0;71833;81626;153459;10735;4846;2.46;GA;White;64117
Montgomery;Alabama;35.4;94582;106004;200586;14955;9337;2.41;AL;Hispanic or Latino;6648
Lynwood;California;29.4;35634;36371;72005;776;28061;4.43;CA;White;48670
Danbury;Connecticut;37.3;43435;41227;84662;3752;25675;2.74;CT;Asian;7350
Port Saint Lucie;Florida;42.1;84069;95341;179410;12416;34003;2.91;FL;White;135049
El Paso;Texas;33.1;332797;348339;681136;47693;159709;3.03;TX;Black or African-American;34473
Suffolk;Virginia;38.2;43048;45113;88161;10114;2829;2.72;VA;White;46458
Brandon;Florida;36.1;55679;58289;113968;9417;16390;2.64;FL;American Indian and Alaska Native;1921
Springfield;Missouri;34.1;81057;85741;166798;12291;7765;2.12;MO;Asian;5725
Atlanta;Georgia;33.8;223960;239915;463875;18572;32016;2.15;GA;White;196316
Jacksonville;North Carolina;24.2;40015;27348;67363;8252;3732;2.51;NC;Asian;4204
Elizabeth;New Jersey;34.2;65896;63116;129012;1131;63413;3.18;NJ;American Indian and Alaska Native;797
Dallas;Texas;32.6;639019;661063;1300082;41026;326825;2.59;TX;Hispanic or Latino;549966
Sandy;Utah;34.6;46923;46689;93612;3451;6691;3.22;UT;Hispanic or Latino;6832
Knoxville;Tennessee;33.1;89978;95334;185312;10897;10285;2.21;TN;White;145055
Cleveland;Ohio;36.0;186436;201623;388059;19849;18830;2.24;OH;Hispanic or Latino;40603
El Monte;California;37.3;57961;58784;116745;1686;59655;3.67;CA;Hispanic or Latino;77523
Albany;Georgia;33.3;31695;39414;71109;5409;861;2.38;GA;White;17160
Austin;Texas;32.7;475718;456122;931840;37414;181686;2.5;TX;Asian;78916
Nampa;Idaho;31.4;45651;44199;89850;4736;6607;2.98;ID;Black or African-American;1600
Springdale;Arkansas;31.8;36840;43614;80454;3397;19969;3.04;AR;Asian;1422
Houston;Texas;32.6;1149686;1148942;2298628;71898;696210;2.66;TX;Black or African-American;529431
Warren;Michigan;43.2;64063;71293;135356;7806;18822;2.45;MI;White;96357
Alhambra;California;41.0;42184;43388;85572;1673;44441;2.89;CA;White;20811
Indianapolis;Indiana;34.1;410615;437808;848423;42186;72456;2.53;IN;Black or African-American;253932
Portsmouth;Virginia;33.6;45900;50301;96201;10261;1815;2.54;VA;Hispanic or Latino;3896
Santa Fe;New Mexico;44.1;40601;43511;84112;5083;13824;2.41;NM;White;75494
Antioch;California;34.0;54733;55809;110542;5681;24942;3.31;CA;Black or African-American;23227
Arden-Arcade;California;41.5;47596;48680;96276;6511;13458;2.18;CA;Black or African-American;13647
Chino Hills;California;41.9;39639;38674;78313;3358;24764;3.05;CA;Hispanic or Latino;22539
Erie;Pennsylvania;35.3;48618;50852;99470;7093;6275;2.31;PA;Asian;3306
Fremont;California;38.3;114383;117808;232191;4629;109427;3.12;CA;White;67294
O'Fallon;Missouri;36.0;41762;43270;85032;5783;3269;2.77;MO;White;77049
Arlington;Texas;32.6;191060;197062;388122;17050;79271;2.89;TX;American Indian and Alaska Native;2918
Thornton;Colorado;33.1;65482;67977;133459;7261;17949;2.97;CO;Hispanic or Latino;49241
Broken Arrow;Oklahoma;36.8;52136;55459;107595;6797;6845;2.77;OK;Asian;4206
Eugene;Oregon;33.4;79071;84377;163448;8896;14503;2.34;OR;White;146807
Dearborn;Michigan;33.5;46482;48698;95180;3163;23920;3.04;MI;American Indian and Alaska Native;713
Baton Rouge;Louisiana;31.2;111492;117104;228596;10633;12268;2.52;LA;White;96730
Mountain View;California;33.5;42493;37945;80438;1376;31857;2.46;CA;Black or African-American;1974
Kenosha;Wisconsin;36.3;49349;50507;99856;6238;7443;2.55;WI;American Indian and Alaska Native;1264
Sandy Springs;Georgia;35.4;48570;56777;105347;3015;19837;2.4;GA;White;78835
Riverview;Florida;32.2;44210;45536;89746;6943;12240;3.22;FL;White;60793
Joliet;Illinois;33.1;70863;79162;150025;7353;22409;3.13;IL;American Indian and Alaska Native;523
Cedar Park;Texas;34.4;31248;33589;64837;3090;5207;3.05;TX;Hispanic or Latino;11872
Mesquite;Texas;34.6;69240;75884;145124;6438;26755;2.96;TX;American Indian and Alaska Native;2564
Bloomington;Illinois;35.1;37972;40323;78295;3888;7287;2.34;IL;Hispanic or Latino;3461
Montgomery;Alabama;35.4;94582;106004;200586;14955;9337;2.41;AL;Black or African-American;121360
Spring Hill;Florida;45.1;48295;54902;103197;9737;7893;2.58;FL;American Indian and Alaska Native;1254
Portland;Oregon;36.7;313516;318671;632187;29940;86041;2.43;OR;American Indian and Alaska Native;15314
Alameda;California;41.4;37747;40867;78614;4504;18841;2.52;CA;Hispanic or Latino;8265
Dearborn;Michigan;33.5;46482;48698;95180;3163;23920;3.04;MI;Asian;4134
Des Moines;Iowa;34.5;103726;106591;210317;11780;23857;2.41;IA;American Indian and Alaska Native;3964
Arlington;Texas;32.6;191060;197062;388122;17050;79271;2.89;TX;Black or African-American;92955
Amarillo;Texas;33.8;99391;100260;199651;11008;21124;2.64;TX;American Indian and Alaska Native;4260
Auburn;Washington;37.1;36837;39743;76580;5401;14842;2.73;WA;White;58293
Torrance;California;41.2;73209;75259;148468;8459;43096;2.7;CA;Hispanic or Latino;25699
Chicago;Illinois;34.2;1320015;1400541;2720556;72042;573463;2.53;IL;White;1374535
Camarillo;California;40.8;31941;35682;67623;4384;9735;2.77;CA;American Indian and Alaska Native;742
Boston;Massachusetts;31.8;322149;347320;669469;18350;190123;2.38;MA;Hispanic or Latino;130656
Kendall;Florida;40.2;36658;39808;76466;1678;31180;2.81;FL;Hispanic or Latino;47521
Centreville;Virginia;36.0;34749;37033;71782;3779;27797;2.97;VA;American Indian and Alaska Native;355
Atascocita;Texas;32.8;37424;40816;78240;4416;8657;3.03;TX;White;50630
Chesapeake;Virginia;36.7;114964;120465;235429;29772;13966;2.73;VA;American Indian and Alaska Native;2087
Skokie;Illinois;43.4;31382;33437;64819;1066;27424;2.78;IL;Hispanic or Latino;6590
Pittsburg;California;34.5;33309;36118;69427;2109;21043;3.15;CA;Black or African-American;14931
Stamford;Connecticut;35.4;64941;63936;128877;2269;44003;2.7;CT;White;85620
Hoover;Alabama;38.5;38040;46799;84839;4819;8229;2.58;AL;Black or African-American;18191
Hartford;Connecticut;31.0;58042;65972;124014;3130;28467;2.59;CT;Hispanic or Latino;55959
Loveland;Colorado;37.6;37042;38146;75188;5667;3050;2.53;CO;Black or African-American;950
Grand Prairie;Texas;33.1;90811;96944;187755;7073;44888;3.18;TX;White;113981
Reno;Nevada;35.7;122292;119151;241443;17089;37070;2.46;NV;Hispanic or Latino;59902
Loveland;Colorado;37.6;37042;38146;75188;5667;3050;2.53;CO;American Indian and Alaska Native;1029
Everett;Washington;37.0;56212;51800;108012;7880;19499;2.36;WA;Black or African-American;8304
Melbourne;Florida;43.4;39180;40956;80136;8363;9685;2.37;FL;Black or African-American;11721
Bellflower;California;33.4;38936;39498;78434;2154;24607;3.58;CA;Hispanic or Latino;42472
West Covina;California;39.8;51629;56860;108489;3800;37038;3.56;CA;Hispanic or Latino;58907
Manchester;New Hampshire;37.3;54845;55378;110223;5473;14506;2.4;NH;White;100108
Bellflower;California;33.4;38936;39498;78434;2154;24607;3.58;CA;Black or African-American;12839
Salinas;California;30.4;77765;79621;157386;4020;58693;3.72;CA;Black or African-American;3391
Brockton;Massachusetts;35.2;46273;49041;95314;3036;27313;2.88;MA;Black or African-American;43646
Goodyear;Arizona;38.6;36711;42292;79003;7650;11774;2.97;AZ;Black or African-American;8678
Evansville;Indiana;38.0;57198;60481;117679;9063;3169;2.25;IN;Asian;1376
Union City;New Jersey;35.4;35376;33773;69149;705;40553;2.85;NJ;White;50031
Provo;Utah;23.6;56231;59027;115258;2177;10925;3.28;UT;Black or African-American;1062
Hillsboro;Oregon;35.3;50926;51434;102360;6625;19531;2.68;OR;American Indian and Alaska Native;4524
Costa Mesa;California;34.8;59097;54089;113186;4095;26645;2.59;CA;White;87320
Kenner;Louisiana;36.9;33993;33113;67106;2485;12352;2.57;LA;Asian;2729
Pittsburgh;Pennsylvania;32.9;149690;154695;304385;17728;28187;2.13;PA;American Indian and Alaska Native;2689
Decatur;Illinois;40.4;34646;38210;72856;5291;1224;2.23;IL;Asian;1343
Ann Arbor;Michigan;28.1;58789;58281;117070;3614;20717;2.17;MI;White;90173
Toledo;Ohio;36.1;135455;144323;279778;15286;9257;2.29;OH;Hispanic or Latino;23614
Edmond;Oklahoma;32.5;45191;44899;90090;5006;5585;2.68;OK;White;78979
Portland;Maine;40.3;31480;35392;66872;3666;9229;2.13;ME;Black or African-American;5750
Shawnee;Kansas;40.1;32313;32745;65058;3575;4136;2.64;KS;White;55883
Hesperia;California;29.4;43588;49698;93286;3739;16667;3.52;CA;Hispanic or Latino;53765
San Clemente;California;45.2;34076;31456;65532;3970;8109;2.64;CA;Hispanic or Latino;10421
Yorba Linda;California;45.5;31960;36006;67966;3171;15532;3.0;CA;White;49980
Bakersfield;California;30.6;182154;191473;373627;12284;71575;3.23;CA;Asian;31929
Sunrise Manor;Nevada;32.5;93505;99103;192608;10663;56530;3.25;NV;Hispanic or Latino;99838
Greeley;Colorado;31.0;50792;50091;100883;4294;11480;2.75;CO;American Indian and Alaska Native;2449
Pasadena;Texas;31.5;78827;74959;153786;5735;38072;2.95;TX;Asian;1570
Newark;New Jersey;34.6;138040;143873;281913;5829;86253;2.73;NJ;Asian;7349
Citrus Heights;California;37.8;41982;45071;87053;6171;9466;2.49;CA;White;77525
Irving;Texas;32.3;117189;119428;236617;6207;86756;2.78;TX;Hispanic or Latino;97862
Kent;Washington;33.4;61825;65137;126962;7985;38175;3.06;WA;Hispanic or Latino;21928
Dale City;Virginia;33.4;35984;35415;71399;6085;22306;3.65;VA;White;34640
Wilmington;North Carolina;35.5;52346;63601;115947;5908;7401;2.24;NC;Hispanic or Latino;6811
Kirkland;Washington;40.8;42159;45108;87267;5156;18570;2.3;WA;Hispanic or Latino;6720
Memphis;Tennessee;34.1;312237;343523;655760;31189;43318;2.55;TN;American Indian and Alaska Native;4127
Redondo Beach;California;43.0;34855;33330;68185;3014;13536;2.34;CA;Hispanic or Latino;8858
Baldwin Park;California;35.8;38747;38309;77056;780;34322;4.13;CA;Hispanic or Latino;56282
Eau Claire;Wisconsin;32.0;32327;35106;67433;3261;2833;2.4;WI;Black or African-American;725
Walnut Creek;California;47.6;31994;36912;68906;4977;13624;2.22;CA;Hispanic or Latino;5212
West Covina;California;39.8;51629;56860;108489;3800;37038;3.56;CA;Black or African-American;3693
Paterson;New Jersey;34.0;70640;77117;147757;1694;49810;3.37;NJ;American Indian and Alaska Native;1083
Knoxville;Tennessee;33.1;89978;95334;185312;10897;10285;2.21;TN;Hispanic or Latino;8640
Pittsburgh;Pennsylvania;32.9;149690;154695;304385;17728;28187;2.13;PA;Black or African-American;82248
Beaverton;Oregon;35.6;47325;49252;96577;4645;18933;2.46;OR;American Indian and Alaska Native;905
Loveland;Colorado;37.6;37042;38146;75188;5667;3050;2.53;CO;Asian;1549
The Woodlands;Texas;38.8;56083;63061;119144;8351;21188;2.93;TX;White;106202
Conroe;Texas;31.5;34907;33685;68592;4871;13839;2.65;TX;White;57480
Plymouth;Minnesota;38.4;39035;36893;75928;4158;8830;2.46;MN;Asian;5561
Hampton;Virginia;35.5;66214;70240;136454;19638;6204;2.48;VA;American Indian and Alaska Native;2534
Cedar Rapids;Iowa;36.2;63109;67296;130405;7823;5404;2.32;IA;Black or African-American;11921
Mount Pleasant;South Carolina;42.7;39429;41880;81309;3981;4701;2.53;SC;Black or African-American;3730
Santa Maria;California;30.1;53320;51762;105082;2876;39192;3.83;CA;Black or African-American;1237
Edmond;Oklahoma;32.5;45191;44899;90090;5006;5585;2.68;OK;Asian;5349
Warner Robins;Georgia;31.4;35093;38909;74002;6974;3210;2.5;GA;American Indian and Alaska Native;1309
Tracy;California;35.5;43156;43937;87093;3025;25410;3.42;CA;Black or African-American;5241
Bryan;Texas;29.4;41761;40345;82106;3602;12014;2.55;TX;Hispanic or Latino;29647
Anaheim;California;33.6;179603;171135;350738;9796;137133;3.45;CA;American Indian and Alaska Native;2489
Macon;Georgia;36.0;71833;81626;153459;10735;4846;2.46;GA;Hispanic or Latino;4897
Temple;Texas;33.6;33512;38785;72297;7333;3968;2.59;TX;American Indian and Alaska Native;1615
College Station;Texas;22.9;54125;53774;107899;2471;16145;2.52;TX;Black or African-American;11316
Macon;Georgia;36.0;71833;81626;153459;10735;4846;2.46;GA;Asian;3588
Rockville;Maryland;38.1;31205;35793;66998;1990;25047;2.6;MD;Black or African-American;7533
Thornton;Colorado;33.1;65482;67977;133459;7261;17949;2.97;CO;American Indian and Alaska Native;2967
Albuquerque;New Mexico;36.0;273323;285808;559131;37443;58200;2.49;NM;Black or African-American;26774
Stockton;California;32.5;150976;154674;305650;12822;79583;3.16;CA;White;170878
Cranston;Rhode Island;39.9;38365;42712;81077;4702;10631;2.56;RI;American Indian and Alaska Native;839
Kansas City;Missouri;35.9;228430;246931;475361;24710;37787;2.35;MO;American Indian and Alaska Native;5796
Eagan;Minnesota;36.8;31587;34701;66288;2699;8642;2.49;MN;Asian;6923
Whittier;California;36.1;44397;43039;87436;2790;17145;3.11;CA;Black or African-American;1262
Davenport;Iowa;35.2;50123;52454;102577;7090;4065;2.39;IA;Hispanic or Latino;9131
Pawtucket;Rhode Island;39.2;36072;35511;71583;3173;17884;2.41;RI;Hispanic or Latino;16117
Norfolk;Virginia;30.2;128917;117476;246393;29445;16702;2.51;VA;American Indian and Alaska Native;3259
Arden-Arcade;California;41.5;47596;48680;96276;6511;13458;2.18;CA;Asian;7355
Norman;Oklahoma;30.9;59483;60814;120297;5578;8705;2.47;OK;American Indian and Alaska Native;10801
Richardson;Texas;35.5;54676;56151;110827;4797;29579;2.83;TX;American Indian and Alaska Native;1439
Lehigh Acres;Florida;34.3;57856;61624;119480;5551;31880;3.55;FL;American Indian and Alaska Native;1675
Clarksville;Tennessee;29.7;75029;74161;149190;20803;8211;2.64;TN;Asian;6348
Buffalo;New York;33.1;124537;133529;258066;11231;24630;2.27;NY;Black or African-American;101254
Lake Forest;California;40.3;41515;40982;82497;3748;20784;2.76;CA;American Indian and Alaska Native;1482
Woodbury;Minnesota;37.7;31982;35868;67850;2732;9477;2.72;MN;Hispanic or Latino;3258
Boise;Idaho;34.9;110099;108181;218280;16004;13409;2.61;ID;Black or African-American;4413
Manteca;California;35.3;37053;38397;75450;3936;13942;3.25;CA;Black or African-American;6279
South Bend;Indiana;32.4;50483;53274;103757;3708;8779;2.72;IN;American Indian and Alaska Native;411
Anchorage;Alaska;32.2;152945;145750;298695;27492;33258;2.77;AK;White;212696
San Antonio;Texas;33.1;721405;748419;1469824;109089;208046;2.93;TX;Black or African-American;119542
Riverview;Florida;32.2;44210;45536;89746;6943;12240;3.22;FL;Asian;3582
Madison;Wisconsin;30.7;122596;126360;248956;9707;30090;2.23;WI;Black or African-American;20424
Youngs;Ohio;37.5;30758;33851;64609;3620;1058;2.22;OH;White;33031
Omaha;Nebraska;34.2;218789;225098;443887;24503;48263;2.47;NE;American Indian and Alaska Native;6318
Dayton;Ohio;32.8;66631;73966;140597;8465;7381;2.26;OH;Hispanic or Latino;4945
Youngs;Ohio;37.5;30758;33851;64609;3620;1058;2.22;OH;Black or African-American;31725
Shreveport;Louisiana;35.2;93138;103856;196994;14287;5658;2.53;LA;American Indian and Alaska Native;1647
Sugar Land;Texas;42.1;43889;44240;88129;4377;31169;2.95;TX;Asian;33469
Oxnard;California;31.0;101906;105346;207252;6367;78678;4.08;CA;Asian;18249
Athens-Clarke County unified government;Georgia;26.5;57415;65148;122563;3953;12868;2.44;GA;Hispanic or Latino;13159
Ann Arbor;Michigan;28.1;58789;58281;117070;3614;20717;2.17;MI;Hispanic or Latino;5888
Edinburg;Texas;29.3;39422;45079;84501;2409;16569;3.31;TX;Asian;812
Scottsdale;Arizona;46.9;115712;121132;236844;16798;27207;2.17;AZ;White;205512
Concord;North Carolina;35.7;42732;44961;87693;4621;8847;2.72;NC;American Indian and Alaska Native;216
Hayward;California;34.3;78152;80148;158300;4385;60970;3.32;CA;American Indian and Alaska Native;2178
Rialto;California;31.6;49902;53235;103137;2036;32741;3.83;CA;Hispanic or Latino;78571
Murrieta;California;35.3;49363;60453;109816;7242;19875;3.3;CA;Asian;16041
Town 'n' Country;Florida;38.1;39410;39586;78996;4534;22135;2.61;FL;Black or African-American;9575
Skokie;Illinois;43.4;31382;33437;64819;1066;27424;2.78;IL;White;40642
Orange;California;35.0;67337;73658;140995;3993;34550;3.14;CA;Black or African-American;2853
Hartford;Connecticut;31.0;58042;65972;124014;3130;28467;2.59;CT;Asian;4105
Farmington Hills;Michigan;42.1;37527;43805;81332;3650;18033;2.41;MI;Hispanic or Latino;2052
Deltona;Florida;39.9;44853;43621;88474;5664;7098;2.89;FL;Asian;1292
Hawthorne;California;33.7;43682;44762;88444;2123;32107;2.97;CA;Black or African-American;21566
Lafayette;Louisiana;31.7;64018;63643;127661;5206;5396;2.54;LA;White;85282
Fort Smith;Arkansas;34.9;43346;44849;88195;3408;13177;2.44;AR;Hispanic or Latino;17104
Hammond;Indiana;36.0;38923;38687;77610;4144;9224;2.61;IN;White;41705
Long Beach;California;34.6;238159;236013;474172;17463;127764;2.78;CA;Hispanic or Latino;207890
Tuscaloosa;Alabama;29.1;47293;51045;98338;3647;4706;2.67;AL;American Indian and Alaska Native;261
Hammond;Indiana;36.0;38923;38687;77610;4144;9224;2.61;IN;Asian;1540
Waterloo;Iowa;37.2;34488;33969;68457;4800;5082;2.42;IA;Hispanic or Latino;4961
Miami;Florida;40.4;215840;225149;440989;7233;260789;2.5;FL;Asian;4613
Cary;North Carolina;39.9;78932;81582;160514;7426;30008;2.61;NC;American Indian and Alaska Native;1752
Hillsboro;Oregon;35.3;50926;51434;102360;6625;19531;2.68;OR;Black or African-American;4347
Bellingham;Washington;30.7;41286;43857;85143;4703;8713;2.44;WA;White;74183
Saint Joseph;Missouri;35.7;37688;38408;76096;5846;3755;2.58;MO;American Indian and Alaska Native;1018
Escondido;California;33.3;76551;74907;151458;8110;46298;3.27;CA;White;120781
Dale City;Virginia;33.4;35984;35415;71399;6085;22306;3.65;VA;Hispanic or Latino;23868
Palm Bay;Florida;40.7;51767;56128;107895;10942;12070;2.82;FL;Asian;1124
Upland;California;39.7;36226;40221;76447;2898;16552;2.77;CA;American Indian and Alaska Native;1068
Apple Valley;California;34.3;32873;39312;72185;5714;5801;3.03;CA;Asian;2281
Plantation;Florida;40.6;42881;49674;92555;4037;27902;2.73;FL;Asian;3954
South Gate;California;32.5;47758;48641;96399;724;40571;3.97;CA;American Indian and Alaska Native;618
Escondido;California;33.3;76551;74907;151458;8110;46298;3.27;CA;Black or African-American;5631
Durham;North Carolina;33.2;121153;136445;257598;12528;38642;2.4;NC;Hispanic or Latino;36304
Virginia Beach;Virginia;35.4;222684;230061;452745;54995;38360;2.61;VA;Black or African-American;99948
Union City;New Jersey;35.4;35376;33773;69149;705;40553;2.85;NJ;American Indian and Alaska Native;545
Whittier;California;36.1;44397;43039;87436;2790;17145;3.11;CA;American Indian and Alaska Native;680
Frederick;Maryland;36.1;33146;36336;69482;3870;14211;2.48;MD;Asian;5711
Tracy;California;35.5;43156;43937;87093;3025;25410;3.42;CA;Hispanic or Latino;32810
Athens-Clarke County unified government;Georgia;26.5;57415;65148;122563;3953;12868;2.44;GA;American Indian and Alaska Native;593
Toledo;Ohio;36.1;135455;144323;279778;15286;9257;2.29;OH;Asian;6850
Toledo;Ohio;36.1;135455;144323;279778;15286;9257;2.29;OH;White;188325
Chesapeake;Virginia;36.7;114964;120465;235429;29772;13966;2.73;VA;Hispanic or Latino;12959
South Jordan;Utah;33.8;33669;32970;66639;2595;6142;3.61;UT;White;59046
Savannah;Georgia;30.3;69389;76295;145684;9717;10355;2.57;GA;Black or African-American;82307
San Angelo;Texas;32.8;49669;50744;100413;8412;7859;2.5;TX;White;86655
Brooklyn Park;Minnesota;35.1;37845;41305;79150;3506;17490;2.85;MN;American Indian and Alaska Native;1173
Macon;Georgia;36.0;71833;81626;153459;10735;4846;2.46;GA;Black or African-American;84569
Parma;Ohio;40.8;38425;41518;79943;5028;6909;2.42;OH;American Indian and Alaska Native;876
Plano;Texas;38.1;138565;145054;283619;11719;74030;2.65;TX;Asian;59958
Plano;Texas;38.1;138565;145054;283619;11719;74030;2.65;TX;American Indian and Alaska Native;3771
Aurora;Colorado;34.2;177899;180971;358870;25158;65816;2.82;CO;American Indian and Alaska Native;8277
Davis;California;26.3;33493;34163;67656;2176;13997;2.69;CA;Black or African-American;2081
Columbia;Maryland;37.9;52202;51265;103467;6526;23249;2.68;MD;White;58343
Redlands;California;36.2;33993;37035;71028;3445;8681;2.82;CA;American Indian and Alaska Native;811
Hesperia;California;29.4;43588;49698;93286;3739;16667;3.52;CA;American Indian and Alaska Native;1712
Cleveland;Ohio;36.0;186436;201623;388059;19849;18830;2.24;OH;White;166958
Las Vegas;Nevada;37.5;310568;313201;623769;42397;127609;2.79;NV;Hispanic or Latino;204913
Napa;California;37.2;39828;40601;80429;4678;18449;2.84;CA;White;57837
Medford;Oregon;38.6;39606;40189;79795;6632;6185;2.65;OR;American Indian and Alaska Native;1239
Lawrence;Massachusetts;30.8;37464;42776;80240;1190;29170;3.17;MA;Hispanic or Latino;63175
Bryan;Texas;29.4;41761;40345;82106;3602;12014;2.55;TX;Asian;2688
Kennewick;Washington;32.0;38492;40411;78903;5158;8376;2.78;WA;Black or African-American;2887
Eagan;Minnesota;36.8;31587;34701;66288;2699;8642;2.49;MN;White;52612
Cape Coral;Florida;45.0;85626;89604;175230;14446;24185;2.85;FL;Hispanic or Latino;33016
Little Rock;Arkansas;36.6;96997;100989;197986;12343;16640;2.36;AR;Hispanic or Latino;15500
Orem;Utah;26.1;48695;45762;94457;2828;12808;3.26;UT;Hispanic or Latino;18342
Gaithersburg;Maryland;35.7;32211;35234;67445;2126;28133;2.73;MD;Black or African-American;12482
Hayward;California;34.3;78152;80148;158300;4385;60970;3.32;CA;Black or African-American;20219
Orem;Utah;26.1;48695;45762;94457;2828;12808;3.26;UT;Black or African-American;1837
Vacaville;California;35.8;50091;46703;96794;9064;10577;2.9;CA;American Indian and Alaska Native;3140
Melbourne;Florida;43.4;39180;40956;80136;8363;9685;2.37;FL;Hispanic or Latino;6060
East Los Angeles;California;32.6;60460;59206;119666;1101;49575;3.75;CA;American Indian and Alaska Native;778
Independence;Missouri;38.6;54348;62907;117255;10220;4911;2.33;MO;Asian;558
Mount Vernon;New York;38.5;31876;36745;68621;2064;23777;2.85;NY;White;13106
Independence;Missouri;38.6;54348;62907;117255;10220;4911;2.33;MO;American Indian and Alaska Native;1883
Clarksville;Tennessee;29.7;75029;74161;149190;20803;8211;2.64;TN;White;104626
Cape Coral;Florida;45.0;85626;89604;175230;14446;24185;2.85;FL;Black or African-American;7311
Alameda;California;41.4;37747;40867;78614;4504;18841;2.52;CA;Asian;27984
El Cajon;California;32.7;54450;49238;103688;7103;31865;3.14;CA;Asian;4561
Cleveland;Ohio;36.0;186436;201623;388059;19849;18830;2.24;OH;American Indian and Alaska Native;6140
Columbus;Georgia;33.7;98785;101794;200579;21747;10376;2.62;GA;Black or African-American;95366
Lorain;Ohio;35.6;30844;32807;63651;4905;1531;2.52;OH;White;46667
Pawtucket;Rhode Island;39.2;36072;35511;71583;3173;17884;2.41;RI;Black or African-American;15513
Newport News;Virginia;32.8;88385;94000;182385;18896;12589;2.46;VA;American Indian and Alaska Native;2201
Nampa;Idaho;31.4;45651;44199;89850;4736;6607;2.98;ID;Asian;1486
Huntington Beach;California;41.6;99967;101960;201927;10454;35368;2.67;CA;American Indian and Alaska Native;2843
Plantation;Florida;40.6;42881;49674;92555;4037;27902;2.73;FL;Black or African-American;19670
Oklahoma City;Oklahoma;34.1;309227;322036;631263;41843;80165;2.58;OK;Black or African-American;111673
Boston;Massachusetts;31.8;322149;347320;669469;18350;190123;2.38;MA;Black or African-American;189347
Overland Park;Kansas;38.2;93355;93156;186511;10461;21407;2.41;KS;Asian;17123
Albany;Georgia;33.3;31695;39414;71109;5409;861;2.38;GA;American Indian and Alaska Native;445
El Cajon;California;32.7;54450;49238;103688;7103;31865;3.14;CA;Hispanic or Latino;31542
Dearborn;Michigan;33.5;46482;48698;95180;3163;23920;3.04;MI;Hispanic or Latino;3533
Parma;Ohio;40.8;38425;41518;79943;5028;6909;2.42;OH;Black or African-American;2928
Johns Creek;Georgia;39.0;40282;43057;83339;1983;29000;3.19;GA;White;48414
Springfield;Missouri;34.1;81057;85741;166798;12291;7765;2.12;MO;Hispanic or Latino;7100
Kenner;Louisiana;36.9;33993;33113;67106;2485;12352;2.57;LA;Hispanic or Latino;17769
Meridian;Idaho;38.0;43353;47400;90753;5640;8110;2.54;ID;White;84625
Elizabeth;New Jersey;34.2;65896;63116;129012;1131;63413;3.18;NJ;Asian;3369
Baltimore;Maryland;34.7;294027;327822;621849;29540;49857;2.51;MD;White;207274
Amarillo;Texas;33.8;99391;100260;199651;11008;21124;2.64;TX;Hispanic or Latino;65392
Hollywood;Florida;41.4;75358;74363;149721;6056;55158;2.65;FL;American Indian and Alaska Native;1010
Concord;North Carolina;35.7;42732;44961;87693;4621;8847;2.72;NC;Asian;3566
Spokane Valley;Washington;36.0;49933;44975;94908;7984;4199;2.39;WA;Hispanic or Latino;5110
Yuma;Arizona;33.4;48298;45847;94145;7182;19326;2.64;AZ;Black or African-American;3731
Rochester;Minnesota;35.0;54934;57282;112216;6888;17763;2.55;MN;Asian;9839
Rochester;New York;31.4;100135;109673;209808;7288;17735;2.36;NY;Hispanic or Latino;38004
Boise;Idaho;34.9;110099;108181;218280;16004;13409;2.61;ID;Hispanic or Latino;19480
Oshkosh;Wisconsin;33.0;32905;33652;66557;3809;2348;2.3;WI;American Indian and Alaska Native;237
Norfolk;Virginia;30.2;128917;117476;246393;29445;16702;2.51;VA;Asian;11854
Bellflower;California;33.4;38936;39498;78434;2154;24607;3.58;CA;Asian;10764
West Jordan;Utah;30.8;57898;54044;111942;3577;11492;3.46;UT;Asian;3539
Redding;California;38.8;42530;49049;91579;6926;5181;2.42;CA;American Indian and Alaska Native;4352
Murrieta;California;35.3;49363;60453;109816;7242;19875;3.3;CA;Black or African-American;9259
Pasco;Washington;28.6;35298;32799;68097;2052;16265;3.45;WA;White;55741
Palatine;Illinois;38.0;36506;32763;69269;2629;21760;2.69;IL;White;46246
Ames;Iowa;23.0;33814;31238;65052;2265;8606;2.16;IA;Hispanic or Latino;2024
Hillsboro;Oregon;35.3;50926;51434;102360;6625;19531;2.68;OR;Asian;13704
Grand Rapids;Michigan;32.1;95669;99430;195099;8972;19176;2.56;MI;Asian;6057
Federal Way;Washington;36.4;49151;46037;95188;7135;18565;2.68;WA;Black or African-American;15495
The Woodlands;Texas;38.8;56083;63061;119144;8351;21188;2.93;TX;Black or African-American;6420
Westland;Michigan;39.9;37742;44253;81995;4756;6429;2.41;MI;White;60576
Jacksonville;Florida;35.7;419203;448828;868031;75432;85650;2.62;FL;Asian;50895
Pearland;Texas;33.9;52336;59329;111665;5621;16882;3.0;TX;Asian;14683
